time," ti"," te"," tr"," signal"
07-03-2022 13:33:35,"48,5625","28,807032","47","-100"
07-03-2022 13:33:36,"48,375","28,808004","47","-59,153149"
07-03-2022 13:33:38,"48,375","28,80995","47","9,24375"
07-03-2022 13:33:39,"48,0625","28,810274","47","97,451057"
07-03-2022 13:33:40,"48,0625","28,811571","47","50,456261"
07-03-2022 13:33:42,"48,125","28,812868","47","36,185406"
07-03-2022 13:33:43,"48,125","28,813192","47","-47,887489"
07-03-2022 13:33:44,"48,375","28,813841","47","-100"
07-03-2022 13:33:45,"48,375","28,815462","47","-100"
07-03-2022 13:33:47,"48,375","28,818056","47","-100"
07-03-2022 13:33:48,"48,375","28,819353","47","-39,868752"
07-03-2022 13:33:49,"48,0625","28,818705","47","46,463554"
07-03-2022 13:33:50,"48,0625","28,818705","47","49,468761"
07-03-2022 13:33:52,"47,9375","28,819677","47","87,079155"
07-03-2022 13:33:53,"47,9375","28,820002","47","4,893761"
07-03-2022 13:33:55,"48,125","28,821299","47","-45,828148"
07-03-2022 13:33:56,"48,125","28,822922","47","-81,143753"
07-03-2022 13:33:57,"48,375","28,824543","47","-100"
07-03-2022 13:33:58,"48,375","28,824219","47","-100"
07-03-2022 13:34:00,"48,1875","28,826813","47","-55,690651"
07-03-2022 13:34:01,"48,1875","28,826488","47","12,725"
07-03-2022 13:34:02,"47,875","28,827785","47","100"
07-03-2022 13:34:04,"47,875","28,828758","47","53,97501"
07-03-2022 13:34:05,"47,9375","28,829407","47","39,722908"
07-03-2022 13:34:06,"47,9375","28,830704","47","-44,331238"
07-03-2022 13:34:08,"48,1875","28,831676","47","-100"
07-03-2022 13:34:09,"48,1875","28,831352","47","-100"
07-03-2022 13:34:10,"48,1875","28,831352","47","-100"
07-03-2022 13:34:11,"48,1875","28,831028","47","-36,237499"
07-03-2022 13:34:13,"47,875","28,831028","47","50,113556"
07-03-2022 13:34:14,"47,875","28,832649","47","53,137512"
07-03-2022 13:34:15,"47,8125","28,834595","47","73,470795"
07-03-2022 13:34:16,"47,8125","28,835892","47","-9,318761"
07-03-2022 13:34:18,"48","28,837513","47","-60,659351"
07-03-2022 13:34:19,"48","28,837189","47","-79,293747"
07-03-2022 13:34:21,"48,125","28,837189","47","-100"
07-03-2022 13:34:22,"48,125","28,838161","47","-67,212509"
07-03-2022 13:34:23,"47,8125","28,838486","47","17,891705"
07-03-2022 13:34:24,"47,8125","28,839134","47","54,25626"
07-03-2022 13:34:26,"47,6875","28,839783","47","91,891655"
07-03-2022 13:34:27,"47,6875","28,840107","47","9,73126"
07-03-2022 13:34:28,"47,8125","28,841728","47","-23,672955"
07-03-2022 13:34:29,"47,8125","28,842052","47","-58,331261"
07-03-2022 13:34:31,"48","28,842052","47","-100"
07-03-2022 13:34:32,"48","28,842701","47","-80,181252"
07-03-2022 13:34:34,"47,875","28,842701","47","-47,567696"
07-03-2022 13:34:35,"47,875","28,843027","47","3,587511"
07-03-2022 13:34:36,"47,625","28,843351","47","73,927048"
07-03-2022 13:34:37,"47,625","28,84627","47","43,02499"
07-03-2022 13:34:39,"47,6875","28,848864","47","28,166704"
07-03-2022 13:34:40,"47,6875","28,850161","47","-39,193741"
07-03-2022 13:34:41,"47,9375","28,849512","47","-100"
07-03-2022 13:34:43,"47,9375","28,849836","47","-94,981239"
07-03-2022 13:34:44,"47,875","28,849836","47","-80,279205"
07-03-2022 13:34:45,"47,875","28,848864","47","-13,07501"
07-03-2022 13:34:47,"47,5625","28,847891","47","73,929207"
07-03-2022 13:34:48,"47,5625","28,848864","47","60,31876"
07-03-2022 13:34:49,"47,4375","28,850161","47","97,979156"
07-03-2022 13:34:50,"47,4375","28,850809","47","15,84376"
07-03-2022 13:34:52,"47,625","28,852106","47","-34,828148"
07-03-2022 13:34:53,"47,625","28,853079","47","-70,09375"
07-03-2022 13:34:54,"47,875","28,854376","47","-100"
07-03-2022 13:34:55,"47,875","28,854376","47","-93,787491"
07-03-2022 13:34:57,"47,75","28,853079","47","-61,783344"
